Issuer,,,Subject,,,url,,,SelfSigned,,,Revoked,,,cert_type,,,critical,,,no_critical,,,chain_trusted,,,before,,,after
CN=Let's Encrypt Authority X3, O=Let's Encrypt, C=US||CN=DST Root CA X3, O=Digital Signature Trust Co.||,,,CN=barak.cf||CN=Let's Encrypt Authority X3, O=Let's Encrypt, C=US||,,,https://domain/,,,0||0||,,,0||0||,,,DV||,,,2||2||,,,7||5||,,,0||,,,Tue Sep 01 09:38:30 CET 2020||Thu Mar 17 17:40:46 CET 2016||,,,Mon Nov 30 09:38:30 CET 2020||Wed Mar 17 17:40:46 CET 2021||
