Issuer,,,Subject,,,url,,,SelfSigned,,,Revoked,,,cert_type,,,critical,,,no_critical,,,chain_trusted,,,before,,,after
CN=GTS CA 1O1, O=Google Trust Services, C=US||CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R2||,,,CN=*.google.com, O=Google LLC, L=Mountain View, ST=California, C=US||CN=GTS CA 1O1, O=Google Trust Services, C=US||,,,https://google.com/,,,0||0||,,,0||0||,,,OV||,,,2||2||,,,8||6||,,,0||,,,Tue Mar 03 10:45:25 CET 2020||Thu Jun 15 01:00:42 CET 2017||,,,Tue May 26 10:45:25 CET 2020||Wed Dec 15 01:00:42 CET 2021||
