Issuer,,,Subject,,,url,,,SelfSigned,,,Revoked,,,cert_type
issuer num 0: CN=GTS CA 1O1, O=Google Trust Services, C=US||issuer num 1: CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R2||,,,subject num 0: CN=*.google.com, O=Google LLC, L=Mountain View, ST=California, C=US||subject num 1: CN=GTS CA 1O1, O=Google Trust Services, C=US||,,,https://google.com/,,,0||0||,,,0||0||,,,OV||
issuer num 0: CN=GTS CA 1O1, O=Google Trust Services, C=US||issuer num 1: CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R2||,,,subject num 0: CN=*.google.com, O=Google LLC, L=Mountain View, ST=California, C=US||subject num 1: CN=GTS CA 1O1, O=Google Trust Services, C=US||,,,https://youtube.com/,,,0||0||,,,0||0||,,,OV||
issuer num 0: CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE||issuer num 1: CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE||,,,subject num 0: CN=*.tmall.com, O="Alibaba (China) Technology Co., Ltd.", L=HangZhou, ST=ZheJiang, C=CN||subject num 1: CN=GlobalSign Organization Validation CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE||,,,https://tmall.com/,,,0||0||,,,0||0||,,,OV||||
issuer num 0: CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US||issuer num 1: CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US||,,,subject num 0: CN=www.qq.com, OU=R&D, O=Shenzhen Tencent Computer Systems Company Limited, L=Shenzhen, ST=Guangdong Sheng, C=CN||subject num 1: CN=Secure Site CA G2, OU=www.digicert.com, O=DigiCert Inc, C=US||,,,https://qq.com/,,,0||0||,,,0||0||,,,OV||||
